First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Frank,Sherman,"Deputy Chief, Special Prosecutions Division - EDPA; Assistant United States Attorney - SDNY, SDFL, WDNY",38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Vivian,Shevitz,"Chief of Appeals, US Attorney EDNY",4,"Reagan, Carter"
Richard,Shiffrin,Deputy Assistant Attorney General,4.5,Clinton
Richard ,Shine,Chief of Multinational Fraud Branch ,26,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Karen ,Shinskie ,Assistant United States Attorney ,13,"Obama, Bush II"
Madeleine ,Shirley,Assistant United States Attorney,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Elaine,Shocas,"Trial Attorney, Civil Rights Division",3,"Carter, Ford"
William,Shockley,Assistant United States Attorney,25,"Bush II, Clinton, Bush I, Reagan"
Ilyce,Shugall,Immigration Judge,1.5,Trump
Gerald,Shur,"Senior Associate Director, Office of Enforcement Operations, Criminal Division",34,"Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson, Kennedy"
Ronald,Shur,Assistant United States Attorney,3,Reagan
Robert,Shwartz,"Assistant United States Attorney, SDNY",6,"Reagan, Carter"
Janna,Sidley,Assistant United States Attorney,7,"Bush II, Clinton"
Eric,Siegel,Trial Attorney,4,"Clinton, Bush I"
Scott,Siff,Counsel to the Assistant Attorney General,7,"Clinton, Bush I"
Steven,Siger,"Acting Deputy Assistant Attorney General and Chief of Staff, Office of Legal Policy",4,Obama
Richard,Signorelli,"Assistant United States Attorney, SDNY",4,Bush I
William,Siler,"Civil Chief, TNWD United States Attorney's Office",29,"Obama, Bush II, Clinton, Bush I"
Nancy,Sills,"Trial Attorney, Commercial Litigation Branch, Civil Division",3,Reagan
Benjamin,Silva,Assistant United States Attorney ,2,"Reagan, Carter"
Ronald,Silver,"Chief, Civi Division, United States Attorney's Office, District of Oregon",33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Jessica,Silver,"Principal Deputy, Appellate Section, Civil Rights Division",38,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Ross,Silverman,Assistant United States Attorney,7,"Clinton, Bush I"
Steve,Silverman,Deputy Assistant Attorney General ,12,"Obama, Clinton, Bush I, Reagan"
Larry,Silverman,"Chief, Criminal Divison EDNY",7,"Reagan, Carter, Ford, Nixon"
Karen,Silverman,Special Assistant to the Assistant Attorney General for Antitrust ,3,Bush I
J Ronald,Sim,United States Attorney Western District of Washington ,8,"Carter, Ford, Nixon"
Sandra,Simon,Civil Appellate Attorney,32,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Samuel,Simon,"Attorney, Appellate Section, Antitrust Division",4,"Carter, Ford"
Nancy,Simpson,Executive United States Attorney,21,"Bush II, Clinton, Bush I, Reagan, Carter"
Carolyn,Simpson,Assistant United States Attorney,8,Reagan
Robert,Sims,Assistant United States Attorney ,6,"Clinton, Bush I"
Deborah,Sines,"Deputy Chief, Homicide Section",35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Bruce,Singal,Assistant United States Attorney,8,"Reagan, Carter"
William,Sinnott,"Chief, New England Organized Crime Drug Enforcement Task Force",11,"Bush II, Clinton, Bush I"
Amy,Sirignano,Trial Attorney,6,Bush II
Rima,Sirota,Attorney Advisor,7,"Bush II, Clinton"
Jeffrey,Sklaroff,"Assistant United States Attorney, Southern District of New York",5,"Clinton, Bush I"
Barney,Skolnik,"Chief of the Public Corruption Unit, United States Attorney's Office,  Maryland",14,"Carter, Ford, Nixon, Johnson"
Denise,Slavin,Immigration Judge,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Melanie,Sloan,Assistant United States Attorney,4,"Bush II, Clinton"
Paul,Sloan,Assistant United States Attorney,5,"Nixon, Johnson"
Andrea,Sloan,Immigration Judge ,7,"Trump, Obama"
Jeffrey,Sloman,"United States Attorney, Southern District of Florida",20,"Obama, Bush II, Clinton, Bush I"
Russell,Smith,Senior Attorney,8,"Bush II, Clinton"
Jess,Smith,Senior Spokesperson,2,Obama
Susan Lea,Smith,"Assistant Chief, Environmental Defense Section",5,"Bush I, Reagan"
M. Neil,Smith,Senior Litigation Counsel,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Peter,Smith,"United States Attorney, MDPA",20,"Obama, Clinton, Reagan, Carter, Ford"
Helen,Smith,Assistant United State Attorney,33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Jonathan,Smith,"Section Chief, Special Litigation Section, Civil Rights Division",5,Obama
Peter,Smith,"Attorney, Civil Appellate Staff ",3,"Bush II, Clinton"
Drew,Smith,Assistant United State Attorney,7,"Obama, Bush II"
Mary,Smith,"Counselor, Civil Division",4,"Obama, Clinton"
Bruce,Smith,Section Chief,5,"Ford, Nixon"
Jane,Smith,Assistant United States Attorney,6,"Reagan, Carter"
Dylan,Smith,Assistant United States Attorney,5,Obama
Johnathan,Smith,"Senior Counsel, Office of Assistant Attorney General, Civil Rights Division",2,Obama
Barbara H,Smith,"Assistant United States Attorney, Ethics Advisor",13,"Obama, Bush II, Clinton"
Dietrich,Snell,Assistant United States Attorney ,10,"Clinton, Bush I, Reagan"
Peter,Sobol,Assistant United States Attorney (SDNY),27,"Obama, Bush II, Clinton, Bush I, Reagan"
Betty-Ann,Soiefer Izenman,Assistant United States Attorney,8,"Bush I, Reagan"
Carl,Solberg,"Chief, Civil Division, SDNY",13,"Reagan, Carter, Ford"
Amy,Solomon ,"Director of Policy, Office of Justice Programs",10,"Obama, Clinton"
Steve,Solow,"Chief, Environmental Crimes Section",6,Clinton
Marco,Sonnenschein,Attorney,5,Johnson
Neal,Sonnett,"Assistant United States Attorney and Chief, Criminal Division, S.D. FL",4.5,Nixon
Kurt ,Sorensem,Trial Lawyer,4,Nixon
Juliet,Sorensen,Assistant United States Attorney ,7,"Obama, Bush II"
Alejandro,Soto,"Deputy Chief, Major Crimes",11,"Obama, Bush II"
Roger,Spaeder ,Assistant United States Attorney,6,"Carter, Ford, Nixon, Johnson"
Mary,Spearing,"Chief, Fraud Section, Criminal Division",17,"Clinton, Bush I, Reagan, Carter"
Dayle,Spencer,Assistant United States Attorney ,8,"Reagan, Carter"
Kenneth,Spillias,"Trial Attorney, Criminal Division",1.75,"Ford, Nixon"
Jacqueline,Spratt,Assistant United States Attorney,12,"Bush II, Clinton"
James,Springer,Senior Counsel for International Tax Matters,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
James,Springer,Deputy Solicitor General ,3,"Nixon, Johnson"
Peter,Sprung,Assistant United States Attorney,29,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Charles,Spurlock,Assistant United States Attorney,5,Bush I
Newal ,Squyres,Assistant to the Attorney General Office of Legal Counsel,3,Carter
Mark,St. Angelo,United States Trustee,20,"Bush II, Clinton, Bush I, Reagan"
Nancy,Stanley,Line Attorney,2,Carter
Judson ,Starr,"Chief, Environmental Crimes Section",10,"Clinton, Bush I, Reagan, Carter"
Katherine,Staton,Assistant United States Attorney,7,"Clinton, Bush I"
Richard,Stearns,Assistant Branch Director ,6,"Bush I, Reagan"
Michalyn,Steele,Trial Attorney,6,"Obama, Bush II"
Peter,Steenland,"Chief, Appellate Section, L&NR Div",37,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Dolores (Dodie),Steenland,Supervisory Management Specialist,36,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Gary ,Stein,"Chief Appellate Attorney, SDNY",9,"Bush II, Clinton"
Marshall,Stein,Assistant United States Attorney; Chief Staff Attorney for the United States Court of Appeals for the First Circuit,5,Ford
Joshua,Stein,Assistant United States Attorney,5,Bush II
Stefan,Stein,"Deputy Chief, Public Corruption & Government Fraud Section",7,"Clinton, Bush I, Reagan"
Elizabeth ,Stein,Trial Attorney,23,"Bush II, Clinton, Bush I, Reagan, Carter"
Carolyn ,Stein,Assistant United States Attorney,7,"Clinton, Bush I"
Robert,Steinberg,Senior Assistant United States Attorney,10,"Carter, Ford, Nixon, Johnson"
Matt,Stennes,Trial Attorney,5,"Obama, Bush II"
Richard,Stephens,Interim and Acting United States Attorney,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Michael,Stern,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I"
Donald,Stern,"Uniited States Attorney, District of Massachusetts",7.5,"Bush II, Clinton"
Donald,Stever,"Chief, Environmental Defense Section",5,"Reagan, Carter"
Rebecca,Stewart,Deputy Press Secretary,4.5,Obama
Richard,Stewart,Assistant Attorney General,3,"Bush I, Nixon"
Marc,Stickgold,Assistant United States Attorney,2,Johnson
Bette,Stockton,Immigration Judge ,21,"Obama, Bush II, Clinton"
Franklin,Stone,"Assistant United States Attorney, SDNY",5,Reagan
Diane ,Stone,Office Manager,45,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
F.L.Peter,Stone,"United States Attorney, Delaware",4,Nixon
Tom,Stout,Assistant United States Attorney,9.5,"Trump, Obama"
Barbara,Strack,"Acting Executive Associate Commissioner, Policy & Planning, INS",7,"Bush II, Clinton"
Alan,Strasser,"Chief, Felony Trial Division, United States Attorney's Office DC",14,"Bush I, Reagan, Carter"
Sally,Strauss,Trial Attorney,5,"Obama, Bush II"
Andrew,Strelka,Trial Attorney,4,Obama
Pamela,Stuart,Assistant United States Attorney,8,"Reagan, Carter"
Shelley,Stump,Assistant United States Attorney,4,Carter
Herbert,Sturmanj,Assistant United States Attorney,2,"Johnson, Kennedy"
D. William,Subin,Assistant United States Attorney (D.C.and N.J),5,"Nixon, Johnson"
Richard,Sullivan,Trial Attorney,5,"Reagan, Carter"
Allan,Sullivan,"Chief, Criminal Division, S.D. Florida",11,"Clinton, Bush I, Reagan"
Elizabeth ,Sullivan,Trial Attorney,8,"Bush I, Reagan"
Barry,Sullivan,Assistant to the Solicitor General,2,"Reagan, Carter"
Stacey,Sullivan ,Assistant United States Attorney,14,"Trump, Obama, Bush II"
Mark,Summers,"Chief, Narcotics Section EDNY",11,"Reagan, Carter, Ford"
Paul,Summit,Assistant United States Attorney (SDNY),6,Reagan
M. McIntyre,Sundin,Supervisory Attorney Advisor,19,"Obama, Bush II"
Michael,Surgalla,Trial Attorney,30.5,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Nikhel,Sus,"Trial Attorney, Civil Division, Federal Programs Branch",1,Trump
Mark,Sussman,Trial Attorney ,4,"Reagan, Carter"
James ,Sutherland,Civil Chief District of Oregon ,30,"Bush II, Clinton, Bush I, Reagan, Carter"
James,Swain,"Executive Assistant United States Attorney, SDFL",23,"Obama, Bush II, Clinton, Bush I, Carter"
Leslie,Swain,Assistant United States Attorney,13,"Clinton, Bush I, Reagan"
John,Sweeney ,"Chief, Criminal Division, N. D. Texas",13,"Reagan, Carter, Ford, Nixon"
Judy ,Swem,"Investigator, GS 13",20,"Trump, Obama, Bush II, Clinton"
Jeannette,Swent,"Chief, Civil Division, District of Utah",22,"Trump, Obama, Bush II, Clinton"
Keith,Syfert,"Assistant United States Attorney-in-Charge, Western Division, N.D. of IL",24,"Bush II, Clinton, Bush I, Reagan, Carter"
Janice,Symchych,Assistant United States Attorney,4,"Reagan, Carter"
Michael,Tabak,Branch Chief; Senior Litigation Counsel,36,"Obama, Bush II, Clinton, Bush I, Reagan"
Shahira,Tadross,Trial Attorney/Litigation Counsel,8.5,"Bush II, Clinton"
Robert,Talbot-Stern,Litigation and Legislation Attorney,4,Nixon
George,Tallichet,Assistant United States Attorney,11,"Bush II, Clinton, Bush I"
Barbara,Tanase,Supervisor Assistant United States Attorney,20,"Obama, Bush II, Clinton, Bush I"
Andrew,Tarsy,Trial Attorney,2,Clinton
William,Taylor,"Chief, Major Crimes, United States Attorney’s Office, District of Colorado ",6,"Bush II, Clinton"
Chip,Taylor,Trial Attorney,19,"Obama, Bush II, Clinton"
Andrea,Tebbets,Reviewer,18,"Obama, Bush II, Clinton, Bush I"
Kevin,Techau,"United States Attorney, Northern District of Iowa ",3,"Trump, Obama"
David,Tennant,"Assistant United States Attorney, CD CAL",4.5,"Bush I, Reagan"
Marla,Tepper,Assistant United States Attorney,9.5,"Bush II, Clinton"
Barbara,Thawley,Senior Trial Attorney,31,"Obama, Bush II, Clinton, Bush I, Reagan"
Eugene,Thirolf,"Director, Consumer Protection Branch",33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Anna,Thode,"Senior Attorney, Environmental Enforcement Section, ENRD",32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Robert,Thomas,Assistant United States Attorney,8,"Clinton, Bush I"
Linda,Thome,Attorney,32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Pamela,Thompson,Executive Assistant United States Attorney,37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Lucy,Thomson,Senor Trial Attorney,22,"Clinton, Bush I, Reagan, Carter"
Robert G. ,Thomson,"Deputy Director, Office of Special Investigations",25,"Obama, Bush II, Clinton, Bush I"
Mac,Thornton,"Trial Attorney, Criminal Fraud Section",4,"Reagan, Carter"
Jerry,Threet,"Trial Attorney, Antitrust Division",3,Bush I
Robin,Thurston,Trial Attorney ,3,"Trump, Obama"
Wendy,Tien,Deputy Assistant Director,15,"Obama, Bush II, Clinton"
Chris,Todd,Assistant United States Attorney,12,"Bush I, Reagan, Carter"
Vivian ,Toler ,Program Analyst ,43,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson, Kennedy"
Peter J.,Tomao,"Assistant United States Attorney, Eastern District of New York",20,"Clinton, Bush I, Reagan, Carter, Ford"
Frances,Toole,Trial Attorney ,20,"Obama, Bush II, Clinton, Bush I"
Daniel,Toomey,Assistant United States Attorney for the District of Columbia,3,"Nixon, Johnson"
Peter,Toren,"Acting Deputy Chief, Computer Crime & Intellectual Property Section",8,"Clinton, Bush I"
Mark,Torres-Gil,Special Attorney,6,"Reagan, Carter"
Virginia,Towler,Trial Attorney,11,"Clinton, Bush I, Reagan"
John,Townsend,Trial Attorney,7,"Carter, Ford, Nixon"
Ann,Tracey,Assistant United States Attorney,10,"Bush I, Reagan, Carter"
Jeremy,Travis,"Director, National Institute of Justice",4,Clinton
Tim,Treanor,"Deputy Chief, Organized Crime Unit, SDNY",8,"Bush II, Clinton"
Michael,Tremonte,Assistant United States Attorney,3,"Obama, Bush II"
Laurence ,Tribe,Senior Advisor for Access to Justice,2,Obama
Barry,Trilling,Assistant United States Attorney; Senior DOJ Trial Attorney,7,"Reagan, Carter, Ford"
Mary,Trippler,Assistant United States Attorney,16,"Obama, Bush II, Clinton"
Donna,Triptow,Assistant United States Attorney,7,"Bush I, Reagan"
Rebecca,Troth,Counsel to the Attorney General,10,"Bush II, Clinton, Bush I"
Bob,Troyer,"United States Attorney, Colorado",14,"Trump, Obama, Bush II, Clinton"
David,Turetsky,Deputy Assistant Attorney General for Antitrust,3.5,Clinton
Bill,Turner,Assistant United States Attorney,14,"Reagan, Carter, Ford, Nixon"
Joseph,Turner,Assistant United States Attorney,1,Reagan
Michael,Tuteur,Assistant United States Attorney,3,"Bush II, Clinton"
Daffodil,Tyminski,Assistant United States Attorney,5.5,Obama
Michele,Tysiak,Trial Attorney,3,Bush II
Jeffrey ,Udell ,Assistant United States Attorney ,6,"Bush II, Clinton"
Bruce,Udolf,"Chief, Public Integrity Section, SDFL; Associate Independent Counsel, Whitewater Investigation",11,"Clinton, Bush I, Reagan"
Richard ,Ugelow ,Deputy Section Chief ,29,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
David M.,Uhlmann,"Chief, Environmental Crimes Section ",17,"Bush II, Clinton, Bush I"
Steve,Uhr,Trial Attorney ,12,"Clinton, Bush I, Reagan"
Mary Beth,Uitti,"Chief, Civil Division, United States Attorney's Office, Northern District of California",30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Ulwick ,Assistant United States Attorney ,6,"Reagan, Carter"
Thomas,Umberg,Assistant United State Attorney,3,"Bush I, Reagan"
Matthew ,Umhofer ,Assistant United States attorney,5,Bush II
Charles ,Updike ,Assistant United States Attorney ,4,"Nixon, Johnson, Kennedy"
Charlotte,Uram,Trial Attorney,3,Carter
Thomas,Urban,Senior Counsel,2,Bush II
Carlos Felipe,Uriarte,Associate Deputy Attorney General ,3,Obama
Philip,Urofsky,"Assistant Chief, Fraud Section",13,"Bush II, Clinton, Bush I"
Marilyn,Urwitz,"Staff Attorney, Civil Division, Appellate Staff",17,"Clinton, Bush I, Reagan, Carter"
Christopher,Vaden,"Deputy Section Chief, Environment Division",29,"Trump, Obama, Bush II, Clinton, Bush I"
Josh,Van de Wetering,Assistant United States Attorney,10,"Bush II, Clinton"
Leland,Van Koten,Senior Trial Counsel,15,"Bush II, Clinton, Bush I"
Alleen,VanBebber,Deputy United States Attorney,18,"Bush II, Clinton, Bush I, Reagan, Carter"
Joyce,Vance,United States Attorney,25,"Trump, Obama, Bush II, Clinton, Bush I"
Alison,Vander Vort,Assistant United States Attorney,4,Clinton
Johanna ,Vanderlee ,Special Assistant United States Attorney,4,"Obama, Bush II"
John,Vandevelde,"Assistant Chief, Criminal Division, United States Attorney's Office, Central District of California",4,"Carter, Ford, Nixon"
Anne,VanGraafeiland,Assistant United States Attorney,12,"Clinton, Bush I, Reagan"
Michael,Vatis,Associate Deputy Attorney General,7,"Bush II, Clinton"
John,Vaudreuil,Presidentially Appointed United States Attorney (Obama) ,38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Vaughns,Assistant United States Attorney,5,"Bush II, Clinton"
Christine,Ver Ploeg,Trial Attorney,4,"Carter, Ford"
Georgina,Verdugo,Deputy Assistant Attorney General,4,"Obama, Bush II, Clinton"
Benjamin,Vernia,"Trial Attorney, Criminal Division",11,"Bush II, Clinton"
Alexander ,Vesselinovitch ,Deputy Chief,8,"Bush I, Reagan"
Chad,Vignola,Assistant United States Attorney,5,"Bush I, Reagan"
James,Villa,Trial Attorney,11,"Bush II, Clinton"
Gus,Villageliu,Appellate Immigration Judge,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Alicia,Villarreal,"Deputy Chief, Public Corruption & Government Fraud",14,"Bush II, Clinton, Bush I"
Peter,Vincent ,"Judicial Attache, US Embassy Colombia ",2,"Obama, Bush II"
Bohdan,Vitvitsky,Assistant United States Attorney (D.N.J.),20,"Obama, Bush II, Clinton, Bush I"
Kathleen,Voelker,"Assistant United States Attorney, District of Columbia, Chief, Grand Jury Section,  Superior Court ",12,"Bush I, Reagan, Carter"
Mark,Vogel,Supervisory Assistant United States Attorney,30,"Clinton, Bush I, Reagan, Carter, Ford"
Jay,Vogelson,Special Attorney,3,"Johnson, Kennedy"
Patricia,Vroom,"District Counsel, Phoenix",15,"Obama, Bush II, Clinton, Bush I, Reagan"
Fred,Wagner,Trial Attorney,5,"Bush I, Reagan"
Benjamin,Wagner,"United States Attorney, Eastern District of California",24,"Obama, Bush II, Clinton, Bush I"
Kip,Wainscott,"Senior Counsel, OLP",1.5,Obama
Michael,Wainwright,"Assistant United States Attorney, WD of LA",3,Carter
Jeffrey,Walker,"Special Assistant United States Attorney, Wyoming",3,"Clinton, Bush I"
Gail ,Walker,"Director of Training, Attorney Advisor to the Assistant Attorney General, Civil Division",20,"Obama, Bush II, Clinton, Bush I, Reagan"
Rangeley,Wallace,Trial Attorney ,8,"Reagan, Carter"
Gregory ,Wallance,Assistant United States Attorney,5.5,"Reagan, Carter"
Robert,Waller,"Special Attorney, Organized Crime & Racketeering Section",6,"Reagan, Carter"
Spencer,Waller,"Trial Attorney, Chicago Organized Crime Strike Force",4,Reagan
Sean M,Walsh,Assistant General Counsel,13,"Obama, Bush II, Nixon"
Mark,Walters,Senior Counsel for National Security,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Stewart,Walz,"Acting United States Attorney, First Assistant United States Attorney",37.5,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
William,Want,Senior Trial Attorney,9,"Reagan, Carter, Ford, Nixon"
Barbara ,Ward,"Counsel, Office of Professional Responsibility",32,"Trump, Obama, Bush II, Reagan, Carter, Ford"
Karen,Ward,Assistant United States Attorney,3,"Carter, Ford"
Christine ,Wardell,Senior Trial Attorney ,7,"Reagan, Carter"
Mary (Molly),Warlow,"Director, International Affairs, Criminal Division",35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Mary Lee,Warren,"Deputy Assistant Attorney General, Criminal Division, DOJ",34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Andrew,Warren,Trial Attorney,8,"Obama, Bush II"
John,Warshawsky,Senior Trial Counsel,22,"Obama, Bush II, Clinton, Bush I"
Richard,Wasserstrom,"Attorney, Civil Rights Division",0.6,"Johnson, Kennedy"
David,Waters,Trial Attorney,4,"Carter, Ford"
Deborah,Watson,Trial Attorney,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Seth,Waxman,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
Robert,Weaver,"Criminal Chief, Oregon United States Attorney’s Office ",13,"Reagan, Carter, Ford"
Polly,Webber,Immigration Judge,21,"Obama, Bush II, Clinton"
Justin,Weddle,"Deputy Chief of Appeals, SDNY",14,"Obama, Bush II, Clinton"
Karen,Wehner,Senior Trial Attorney,18,"Bush II, Clinton, Bush I, Reagan"
Alan,Weil,Assistant United States Attorney,3,Carter
Jay,Weill,"Chief Tax Division United States Attorney's Office, NDCA ",34,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Morris “Sandy”,Weinberg ,"Assistant United States Attorney, SDNY",6,"Reagan, Carter"
Katrina ,Weinig ,Deputy Assistant Attorney General ,4,Clinton
David,Weinstein,"Chief, Public Integrity/National Security Division, SDFL",11,"Obama, Bush II, Clinton"
Charles,Weintraub,Special Attorney,6,"Ford, Nixon"
Richard,Weisberg,Assistant United States Attorney,7,"Carter, Ford, Nixon"
Robert,Weisel,Assistant Chief Immigration Judge ,27,"Obama, Bush II, Clinton, Bush I, Reagan"
Anne,Weismann,Assistant Branch Director,21,"Bush II, Clinton, Bush I, Reagan"
Andrea Likwornik,Weiss,"Deputy Chief, Criminal Division, United States Attorney's Office, SDNY",12,"Bush II, Clinton, Bush I"
Jack,Weiss,"Assistant United States Attorney, Public Corruption and Government Frauds",6,Clinton
Paul,Weissman,Supervisory Assistant United States Attorney,19,"Bush II, Clinton, Bush I, Reagan"
Julia,Wellman,Deputy Executive Officer; Criminal Division,32,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Heidi,Wendel,"Chief, Civil Frauds Unit, United States Attorney's Office, SDNY",11,"Obama, Bush II, Clinton"
Mark ,Werder,"Chief, Civil Division, ED Michigan",6,"Carter, Ford"
Julie,Werner-Simon,Senior Litigation Counsel Major Frauds ,29,"Obama, Bush II, Clinton, Bush I, Reagan"
Marianne,Wesson,Assistant United States Attorney,2,"Reagan, Carter"
James,West,"United States Attorney, MDPa",20,"Bush I, Reagan, Carter, Ford"
Roger,West,Supervisory Assistant United States Attorney,42,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Robert,Westinghouse,"Criminal Chief,Western District of Washington",41,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Leslie,Westphal,Chief Asset Recovery Unit,25,"Obama, Bush II, Clinton, Bush I"
Mary,White,Senior Attorney,28,"Trump, Obama, Bush II, Clinton, Bush I"
David,White,Trial Attorney,17,"Obama, Bush II, Reagan, Carter, Ford, Nixon"
Michael,Wicks,"Chief, Civil Division, United States Attorney's Office EDMIch",33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Richard,Wiedis,Senior Litigation Counsel,15,"Bush II, Clinton, Bush I"
Howard,Wiener,Assistant United States Attorney,33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Maya,Wiley,Assistant United States Attorney,3,Clinton
David,Wilhelm,Senior Litigation Counsel,24,"Obama, Bush II, Clinton, Bush I"
Jonathan,Willens,Assistant United States Attorney ,5,Clinton
Howard,Willens,"Deputy Assistant Attorney General, Criminal Division",4,"Johnson, Kennedy"
J Carol,Williams,Assistant Chief,18,"Bush II, Clinton, Bush I, Reagan"
Jennifer,Williams,"Assistant United States Attorney, Deputy Chief ",8,"Trump, Obama, Bush II"
J. Gaston B.,Williams,"Trial Attorney; DOJ Fraud; Assistant United States Attorney, EDNC, WDVA",33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Elliot,Williams,Deputy Assistant Attorney General,6,"Obama, Bush II"
John,Williamson,Trial Attorney ,14,"Bush II, Clinton, Bush I"
David,Wilson,Interim United States Attorney,19,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Robert,Wilson,Assistant United States Attorney,8,"Carter, Ford"
Jill,Wine-Banks,Assistant Watergate Special Prosecutor,5,"Ford, Nixon, Johnson"
Katherine,Winfree,"Chief, Public Corruption Section, United States Attorney's Office for the District of Columbia",26,"Clinton, Bush I, Reagan, Carter, Ford"
Susan,Winkler,"Chief, Criminal Healthcare Fraud Unit, District of Massachusetts",27,"Trump, Obama, Bush II, Clinton, Reagan"
Chester ,Winkowski,Trial Attorney ,5.5,"Clinton, Bush I, Reagan"
Brooke,Winters,Legal Assistant,9,"Obama, Bush II"
Michael,Wise,Trial Attorney,4,"Reagan, Carter"
Lewis,Wise,"Assistant Director, Civil Division",9,"Reagan, Carter, Ford"
Roger ,Witten ,Assistant Special Prosecutor ,2,"Ford, Nixon"
Stephen,Wizner,"Trial Attorney, Criminal Division, Fraud Section",3,"Johnson, Kennedy"
Marty,Woelfle,Senior Trial Attorney,29,"Trump, Obama, Bush II, Clinton"
Andrew,Wolfe,Assistant United States Attorney,10,"Bush I, Reagan, Carter"
Michael ,Wolford ,Assistant United States Attorney-in-Charge ,2,Nixon
Burke,Wong,Attorney-Advisor (National Security Division),30,"Obama, Bush II, Clinton, Bush I, Reagan"
Elizabeth,Woodcock,Assistant United States Attorney,18,"Bush II, Clinton, Bush I"
Elizabeth,Woodruff,Trial Attorney,5,Bush I
James,Woods,Assistant United States Attorney,21,"Obama, Bush II, Clinton, Bush I, Reagan"
Charles,Work,"Deputy Administrator, LEAA",9,"Ford, Nixon, Johnson"
Del,Wright,Trial Attorney,5,"Obama, Bush II"
Shanlon,Wu,Counsel to the Attorney General,11,"Clinton, Bush I"
Henry,Wykowski,"Trial Attorney, Criminal Section, Tax Division, Assistant United States Attorney, N.D. CA",6,"Reagan, Carter"
John,Wyss,Attorney,2,Nixon
Tseming,Yang,Attorney,4,Clinton
Bruce,Yannett,Assistant United States Attorney,3.25,Bush I
Gloria,Ybarra,Assistant United States Attorney,5,"Reagan, Carter"
William,Yeomans,Acting Assistant Attorney General,26,"Bush II, Clinton, Bush I, Reagan, Carter"
Monique,Yinglig,Trial Attorney,4.5,"Reagan, Carter"
Deborah,Young,"Assistant United States Attorney for Washington, DC",8,"Bush I, Reagan"
Rebekah,Young,Assistant United States Attorney,5,"Obama, Bush II"
Gordon,Young,"Chief, Environmental Litigation Unit, SDTX",30,"Obama, Bush II, Clinton, Bush I, Reagan"
Rex,Young,Deputy Director,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Cynthia,Young,"Criminal Chief, United States Attorney's Office, DMA",29,"Trump, Obama, Bush II, Clinton, Bush I"
Diana,Younts,Senior Trial Counsel,27,"Trump, Obama, Bush II, Clinton, Bush I"
Dan,Zachem,"Deputy Chief, Superior Court Division, United States Attorney's Office, DC",25,"Obama, Bush II, Clinton, Bush I, Reagan"
Carol,Zack,Trial Lawyer,1,Nixon
